subject,course_id,course_display,description,course_url
MAT,014604,MAT 320H - Foundations Of Mathematics - Honors,,https://catalog.nau.edu/Courses/course?courseId=014604&term=1261
MAT,005233,MAT 331 - Laplace Transforms,,https://catalog.nau.edu/Courses/course?courseId=005233&term=1261
MAT,005263,MAT 335 - Complex Variables,,https://catalog.nau.edu/Courses/course?courseId=005263&term=1261
MAT,010751,MAT 335H - Complex Variables - Honors,,https://catalog.nau.edu/Courses/course?courseId=010751&term=1261
MAT,005239,MAT 362 - Introduction To Numerical Analysis,,https://catalog.nau.edu/Courses/course?courseId=005239&term=1261
MAT,012869,MAT 362H - Introduction To Numerical Analysis - Honors,,https://catalog.nau.edu/Courses/course?courseId=012869&term=1261
MAT,005241,MAT 365 - Modern Geometry,,https://catalog.nau.edu/Courses/course?courseId=005241&term=1261
MAT,005242,MAT 367 - Operations Research,,https://catalog.nau.edu/Courses/course?courseId=005242&term=1261
MAT,010806,MAT 367H - Operations Research - Honors,,https://catalog.nau.edu/Courses/course?courseId=010806&term=1261
MAT,005247,MAT 389 - Cooperative Education,,https://catalog.nau.edu/Courses/course?courseId=005247&term=1261
MAT,005249,MAT 399 - Special Topics,,https://catalog.nau.edu/Courses/course?courseId=005249&term=1261
MAT,005250,MAT 401 - Methods Of Teaching Secondary School Mathematics I,,https://catalog.nau.edu/Courses/course?courseId=005250&term=1261
MAT,011667,MAT 401H - Methods Of Teaching Secondary School Mathematics I - Honors,,https://catalog.nau.edu/Courses/course?courseId=011667&term=1261
MAT,005251,MAT 402 - Methods Of Teaching Secondary School Mathematics II,,https://catalog.nau.edu/Courses/course?courseId=005251&term=1261
MAT,005252,MAT 408 - Field Work Experience,,https://catalog.nau.edu/Courses/course?courseId=005252&term=1261
MAT,005254,MAT 411 - Introduction To Abstract Algebra,,https://catalog.nau.edu/Courses/course?courseId=005254&term=1261
MAT,014612,MAT 411H - Introduction To Abstract Algebra - Honors,,https://catalog.nau.edu/Courses/course?courseId=014612&term=1261
MAT,005255,MAT 412 - Introduction To Abstract Algebra II,,https://catalog.nau.edu/Courses/course?courseId=005255&term=1261
MAT,013300,MAT 412H - Introduction To Abstract Algebra II - Honors,,https://catalog.nau.edu/Courses/course?courseId=013300&term=1261
MAT,005260,MAT 431 - Introduction To Analysis,,https://catalog.nau.edu/Courses/course?courseId=005260&term=1261
MAT,005265,MAT 441 - Introduction To Topology,,https://catalog.nau.edu/Courses/course?courseId=005265&term=1261
MAT,005267,MAT 442 - History And Philosophy Of Mathematics,,https://catalog.nau.edu/Courses/course?courseId=005267&term=1261
MAT,014078,MAT 454 - Python For Mathematics And Statistics,,https://catalog.nau.edu/Courses/course?courseId=014078&term=1261
MAT,005268,MAT 461 - Partial Differential Equations,,https://catalog.nau.edu/Courses/course?courseId=005268&term=1261
MAT,011917,MAT 462 - Interest Theory For Actuarial Science,,https://catalog.nau.edu/Courses/course?courseId=011917&term=1261
MAT,005273,MAT 480 - Mathematics Of Finance Modeling,,https://catalog.nau.edu/Courses/course?courseId=005273&term=1261
MAT,005274,MAT 485 - Undergraduate Research,,https://catalog.nau.edu/Courses/course?courseId=005274&term=1261
MAT,013387,MAT 485H - Undergraduate Research - Honors,,https://catalog.nau.edu/Courses/course?courseId=013387&term=1261
MAT,013241,MAT 486C - Mathematics Capstone Experience,,https://catalog.nau.edu/Courses/course?courseId=013241&term=1261
MAT,014366,MAT 486CH - Mathematics Capstone Experience - Honors,,https://catalog.nau.edu/Courses/course?courseId=014366&term=1261
MAT,005276,MAT 497 - Independent Study,,https://catalog.nau.edu/Courses/course?courseId=005276&term=1261
MAT,005277,MAT 499 - Contemporary Developments,,https://catalog.nau.edu/Courses/course?courseId=005277&term=1261
MAT,005278,MAT 500 - Reflections On/In Math Education,,https://catalog.nau.edu/Courses/course?courseId=005278&term=1261
MAT,005279,MAT 501 - History And Philosophy Of Mathematics Education,,https://catalog.nau.edu/Courses/course?courseId=005279&term=1261
MAT,005280,MAT 502 - Problem Solving: Theory And Practice,,https://catalog.nau.edu/Courses/course?courseId=005280&term=1261
MAT,005282,MAT 504 - Connections - Algebra And Number Theory,,https://catalog.nau.edu/Courses/course?courseId=005282&term=1261
MAT,005283,MAT 505 - Connections - Calculus,,https://catalog.nau.edu/Courses/course?courseId=005283&term=1261
MAT,005284,MAT 506 - Connections - Geometry,,https://catalog.nau.edu/Courses/course?courseId=005284&term=1261
MAT,009618,MAT 507 - Connections - Probability And Statistics,,https://catalog.nau.edu/Courses/course?courseId=009618&term=1261
MAT,010521,MAT 509 - Assessment In Mathematics,,https://catalog.nau.edu/Courses/course?courseId=010521&term=1261
MAT,010954,MAT 510 - Curriculum In Mathematics Education,,https://catalog.nau.edu/Courses/course?courseId=010954&term=1261
MAT,005286,MAT 511 - Abstract Algebra I,,https://catalog.nau.edu/Courses/course?courseId=005286&term=1261
MAT,005288,MAT 516 - Linear Algebra,,https://catalog.nau.edu/Courses/course?courseId=005288&term=1261
MAT,005285,MAT 518 - Technology In Mathematics Education,,https://catalog.nau.edu/Courses/course?courseId=005285&term=1261
MAT,014297,MAT 519 - Quantitative Reasoning: Theory And Practice,,https://catalog.nau.edu/Courses/course?courseId=014297&term=1261
MAT,014298,MAT 520 - Pre-calculus: Theory And Practice,,https://catalog.nau.edu/Courses/course?courseId=014298&term=1261
MAT,005289,MAT 526 - Topics In Combinatorics,,https://catalog.nau.edu/Courses/course?courseId=005289&term=1261
MAT,005290,MAT 531 - Real Analysis,,https://catalog.nau.edu/Courses/course?courseId=005290&term=1261
MAT,005291,MAT 535 - Complex Analysis,,https://catalog.nau.edu/Courses/course?courseId=005291&term=1261
MAT,014079,MAT 554 - Python For Mathematics And Statistics,,https://catalog.nau.edu/Courses/course?courseId=014079&term=1261
MAT,014080,MAT 555 - Computer-assisted Mathematics,,https://catalog.nau.edu/Courses/course?courseId=014080&term=1261
MAT,005294,MAT 562 - Interest Theory For Actuarial Science,,https://catalog.nau.edu/Courses/course?courseId=005294&term=1261
MAT,005295,MAT 563 - Numerical Analysis,,https://catalog.nau.edu/Courses/course?courseId=005295&term=1261
MAT,005297,MAT 565 - Actuarial Mathematics I,,https://catalog.nau.edu/Courses/course?courseId=005297&term=1261
MAT,005299,MAT 567 - Risk Theory,,https://catalog.nau.edu/Courses/course?courseId=005299&term=1261
MAT,011925,MAT 580 - Mathematics Of Financial Modeling,,https://catalog.nau.edu/Courses/course?courseId=011925&term=1261
MAT,005304,MAT 587 - Professional Development Seminar,,https://catalog.nau.edu/Courses/course?courseId=005304&term=1261
MAT,005305,MAT 593 - Public School In-service Workshop,,https://catalog.nau.edu/Courses/course?courseId=005305&term=1261
MAT,005306,MAT 597 - Reading For Comprehensive Exam,,https://catalog.nau.edu/Courses/course?courseId=005306&term=1261
MAT,005307,MAT 599 - Contemporary Developments,,https://catalog.nau.edu/Courses/course?courseId=005307&term=1261
MAT,010955,MAT 600 - Equity In Mathematics Education,,https://catalog.nau.edu/Courses/course?courseId=010955&term=1261
MAT,005308,MAT 601 - Seminar In Mathematics Education,,https://catalog.nau.edu/Courses/course?courseId=005308&term=1261
MAT,009619,MAT 602 - Research In Mathematics Education,,https://catalog.nau.edu/Courses/course?courseId=009619&term=1261
MAT,011558,MAT 603 - Capstone Course: Comprehensive Exam And Portfolio,,https://catalog.nau.edu/Courses/course?courseId=011558&term=1261
MAT,005310,MAT 608 - Fieldwork Experience,,https://catalog.nau.edu/Courses/course?courseId=005310&term=1261
MAT,005313,MAT 612 - Abstract Algebra II,,https://catalog.nau.edu/Courses/course?courseId=005313&term=1261
MAT,005317,MAT 632 - Measure And Integration,,https://catalog.nau.edu/Courses/course?courseId=005317&term=1261
MAT,005319,MAT 641 - Topology,,https://catalog.nau.edu/Courses/course?courseId=005319&term=1261
MAT,005320,MAT 661 - Applied Mathematics,,https://catalog.nau.edu/Courses/course?courseId=005320&term=1261
MAT,005321,MAT 665 - Ordinary Differential Equations,,https://catalog.nau.edu/Courses/course?courseId=005321&term=1261
MAT,005322,MAT 667 - Dynamical Systems,,https://catalog.nau.edu/Courses/course?courseId=005322&term=1261
